Campaign,Browser,Device Type,Operating System,Supply Vendor,User Hour Of Week,Partner Cost (USD),01 - Total Click + View Conversions
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,Mobile,Other,rubicon,154,1.161060421,1
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,Mobile,Other,rubicon,156,1.13996825,7
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,Mobile,Other,rubicon,165,1.242229672,15
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,Mobile,Other,rubicon,166,1.41069715,22
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,Mobile,Other,rubicon,167,1.427160285,10
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows10,brightroll exchange display,33,1.043865421,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows10,brightroll exchange display,57,1.372714673,1
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows10,brightroll exchange display,59,1.042707652,3
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows10,brightroll exchange display,81,1.155747976,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows10,brightroll exchange display,82,1.176316179,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows10,rubicon,81,1.491183085,4
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows10,rubicon,82,1.017578178,3
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,33,1.735430671,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,34,1.181122924,1
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,35,1.181673996,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,57,2.066167478,6
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,58,1.486972551,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,59,1.434306289,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,60,1.43827362,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,61,1.054412807,1
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,80,1.244512272,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,81,1.609436901,1
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,82,1.575093401,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,83,1.076181191,1
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,84,1.323159973,3
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,85,1.411296863,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,86,1.233411146,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,105,1.008093897,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,108,1.014759878,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,brightroll exchange display,129,1.252996975,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,rubicon,80,1.170385426,5
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,Chrome,PC,Windows7,rubicon,81,1.673621194,5
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Android80,google,22,1.086132691,0
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Android80,google,23,1.229038529,2
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Android80,google,45,1.170094629,3
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Android80,google,46,1.10938198,4
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Android80,google,93,1.092862622,6
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Android80,google,94,1.271441267,1
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Android80,google,95,1.067826591,2
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Android80,google,142,1.014361736,11
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,0,1.952335295,21
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,1,1.159112053,9
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,8,1.76696936,17
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,9,1.884617147,11
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,10,1.873268183,11
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,11,1.612099837,6
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,12,1.737452079,15
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,13,1.484717716,7
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,14,1.418226412,6
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,15,1.459858639,8
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,16,1.543650711,5
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,17,1.721151757,10
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,18,1.710986204,8
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,19,1.79863163,7
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,20,1.592058747,9
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,21,2.263055005,17
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,22,2.794590256,14
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,23,3.603130791,17
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,24,1.92546827,22
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,25,1.364096393,12
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,32,1.156522047,1
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,33,1.55125325,17
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,34,1.545158177,3
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,35,1.42663881,12
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,36,1.630642078,9
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,37,1.567451898,11
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,38,1.25687872,2
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,39,1.116708608,2
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,40,1.187311431,13
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,41,1.430593157,4
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,42,1.71226829,9
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,43,1.929476923,4
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,44,2.151245448,9
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,45,3.214072477,10
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,46,2.845265673,18
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,47,2.654081923,28
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,48,1.320792925,22
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,56,1.29679513,19
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,57,1.670246043,14
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,58,1.807595368,11
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,59,1.524143759,10
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,60,2.301511695,14
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,61,1.720072398,10
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,62,1.057954451,4
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,63,1.236510525,11
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,64,1.007249063,8
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,65,1.233223303,4
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,66,1.514726713,16
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,67,1.640999568,10
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,68,1.56606274,37
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,69,2.176715723,18
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,70,2.543301359,19
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,71,2.430170255,30
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,72,1.722121808,23
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,80,2.574976503,24
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,81,1.883586691,15
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,82,1.616072729,11
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,83,1.416687991,6
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,84,1.956589131,6
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,85,1.871272634,8
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,86,1.592233883,7
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,87,1.476126775,21
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,88,1.518938596,3
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,89,1.573207559,2
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,90,2.013380753,22
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,91,2.257748827,21
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,92,2.13111899,9
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,93,3.134660461,8
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,94,3.682881332,15
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,95,3.256833023,17
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,96,1.527281597,11
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,104,2.241065832,35
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,105,2.325249259,13
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,106,1.937307578,4
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,107,1.974620063,6
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,108,2.82976259,11
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,109,2.105651143,9
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,110,1.919153345,10
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,111,1.701460043,3
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,112,1.672570769,9
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,113,1.819731081,3
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,114,2.085950495,10
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,115,2.364948854,32
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,116,2.253991564,13
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,117,2.418906063,27
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,118,2.870850544,41
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,119,2.60538056,19
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,120,1.352372288,8
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,128,1.339312086,5
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,129,1.794674159,10
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,130,1.589166841,20
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,131,1.313234002,5
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,132,1.67248503,15
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,133,1.479790848,6
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,134,1.293292118,14
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,135,1.283502471,5
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,136,1.179315952,5
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,137,1.419201492,2
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,138,1.709737192,6
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,139,1.811332764,13
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,140,1.678807454,18
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,141,2.564102466,17
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,142,2.878662484,10
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,143,2.517381784,8
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,144,1.514698991,11
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,152,2.195292952,11
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,153,2.398317395,5
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,154,2.037296005,14
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,155,1.783710163,12
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,156,2.134026395,11
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,157,1.818471125,14
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,158,1.410199351,14
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,159,1.417168637,9
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,160,1.516910357,2
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,161,1.574494873,6
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,162,1.71944991,7
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,163,1.721444902,4
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,164,1.684194903,4
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,165,2.453568649,7
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,166,2.729259159,17
XHK19-0395_Triumph Taiwan Q4 2019 Campaign on Xaxis Audience_01119153,WebView,Mobile,Other,google,167,2.766932939,15
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,appnexus,0,2.112301553,17
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,appnexus,1,1.115959846,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,appnexus,8,1.038984983,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,appnexus,9,1.483611317,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,appnexus,10,1.493686889,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,appnexus,11,1.660882915,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,appnexus,12,1.61441923,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,appnexus,13,1.78053478,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,appnexus,14,1.578002559,9
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,appnexus,15,1.726241027,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,appnexus,16,1.844323536,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,appnexus,17,2.064026645,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,appnexus,18,1.708188763,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,appnexus,19,1.791275181,4
